Autoria;Localização de onde foi publicada a obra referenciada;Data de publicação da obra referenciada;Língua da publicação - tradução;Localização da autoria original;Referência completa como consta no artigo;;;;;;;;;;;;;;;;;;;;;
TEIXEIRA, Paulo Roberto;Brasil;sd;Português;Brasil;TEIXEIRA, Paulo Roberto. Póliticas públicas em AIDS. Documento mimeografado, s.d., p.2.;;;;;;;;;;;;;;;;;;;;;
TREVISAN, João S.;Brasil;1986;Português;Brasil;TREVISAN, João S. Devassos no Paraíso. São Paulo, Max Limonad, 1986.;;;;;;;;;;;;;;;;;;;;;
ARDAILLON, Daniele;Brasil;1997;Português;Brasil;ARDAILLON, Daniele. Cidadania de corpo inteiro. Discursos sobre o aborto em número e gênero. Tese de Doutorado, Departamento de Sociologia, FFLCH/ USP, São Paulo, 1997.;;;;;;;;;;;;;;;;;;;;;
"ARILHA, M.; RIDENTI, S.; MEDRADO, B. (orgs.)";Brasil;1998;Português;Brasil;"ARILHA, M.; RIDENTI, S.; MEDRADO, B. (orgs.) Homens e masculinidades. Outras palavras. São Paulo, ECOS/Ed. 34, 1998";;;;;;;;;;;;;;;;;;;;;
ARILHA, Margareth;Brasil;1998;Português;Brasil;"ARILHA, Margareth. Homens: entre a ""zoeira"" e a ""responsabilidade"". In: ARILHA, M.; RIDENTI, S.; MEDRADO, B. (orgs.) Homens e masculinidades. Op. cit., p.71.";;;;;;;;;;;;;;;;;;;;;
ÁVILA, Maria e GOUVEIA, Taciana;Brasil;1996;Português;Brasil;ÁVILA, Maria e GOUVEIA, Taciana. Notas sobre direitos reprodutivos e direitos sexuais. In: PARKER, R. e BARBOSA, R. M. (orgs.) Sexualidades brasileiras. Rio de Janeiro, Relume-Dumará/ABIA/IMS-UERJ, 1996;;;;;;;;;;;;;;;;;;;;;
"BILAC, E.; OLIVEIRA, M.C.; MUZSKÁT, M.";Brasil;2000;Português;Brasil;"BILAC, E.; OLIVEIRA, M.C.; MUZSKÀT, M. O homem de família: conjugalidade e paternidade em camadas médias nos anos 90. Trabalho apresentado na XXIV Reunião da ANPOCS, 2000.";;;;;;;;;;;;;;;;;;;;;
BILAC, Elizabete e ROCHA, Maria Isabel da;Brasil;1998;Português;Brasil;BILAC, Elizabete e ROCHA, Maria Isabel da. Saúde Reprodutiva na América Latina e no Caribe. Campinas, PROLAP, ABEP, NEPO-UNICAMP/Ed. 34, 1998;;;;;;;;;;;;;;;;;;;;;
BUTLER, J.;EUA;1990;Inglês;EUA;BUTLER, J. GenderTrouble. Feminism and the subversion of identity. New York, Routledge, 1990.;;;;;;;;;;;;;;;;;;;;;
CONNELL, R. W.;EUA;1995;Inglês;EUA;CONNEL, R. W. Masculinities. Los Angeles, Berkeley, University of California Press, 1995.;;;;;;;;;;;;;;;;;;;;;
CORRÊA, Mariza;Brasil;1998;Português;Brasil;Corrêa, Mariza. Uma pequena voz pessoal. Cadernos Pagu (11), Núcleo de Estudos de Gênero-Pagu, Unicamp, 1998, p.52.;;;;;;;;;;;;;;;;;;;;;
COSTA, Cláudia;Brasil;1998;Português;Brasil;COSTA, Cláudia. O tráfico do gênero. Cadernos Pagu (11), Núcleo de Estudos de Gênero-Pagu, Unicamp, 1998, pp.127-140.;;;;;;;;;;;;;;;;;;;;;
DI GIOVANNI, Rosangela;Brasil;1983;Português;Brasil;DI GIOVANNI, Rosangela. Um estudo das representações femininas do aborto. Dissertação de Mestrado, Departamento de Antropologia Social, IFCH/Unicamp, Campinas, 1983;;;;;;;;;;;;;;;;;;;;;
FIGUEROA, Juan Guillermo;Brasil;2000;Espanhol;México;FIGUEROA, Juan Guillermo. Derechos reproductivos y feminismo en la experiencia de los varones. Estudos Feministas, vol. 8, nº 1, 2000.;;;;;;;;;;;;;;;;;;;;;
GUEVARA, Elsa;Argentina;1998;Espanhol;Argentina;GUEVARA, Elsa. Amor y pareja en la responsabilidad de los hombres ante el aborto. In: Avances en la investigación social en salud reproductiva y sexualidad. Trabajos del tercer taller de investigaciones sociales en salud reproductiva y sexualidad, Buenos Aires, AEPA/CEDES/CENEP, agosto de 1998;;;;;;;;;;;;;;;;;;;;;
HARAWAY, Donna;Espanha;1995;Espanhol (tradução EN>ES);EUA;HARAWAY, Dona. Ciência, cyborg e mujeres. La reivención de la naturaleza. Madrid, Ediciones Cátedra, 1995.;;;;;;;;;;;;;;;;;;;;;
HEILBORN, Maria Luiza e CARRARA, Sérgio;Brasil;1998;Português;Brasil;HEILBORN, Maria Luiza e CARRARA, Sérgio. Em cena, os homens… Estudos Feministas, vol. 6, nº 2, 1998;;;;;;;;;;;;;;;;;;;;;
LAQUEUR, Thomas;Espanha;1994;Espanhol (tradução EN>ES);EUA;LAQUEUR, Thomas. La construcción del sexo. Cuerpo y género desde los griegos hasta Freud. Madrid, Ediciones Cátedra S.A., 1994.;;;;;;;;;;;;;;;;;;;;;
LAQUEUR, Thomas;México;1992;Espanhol (tradução EN>ES);EUA;LAQUEUR, Thomas. Los hechos de la paternidad. Debate feminista, año 3, vol. 6, septiembre de 1992;;;;;;;;;;;;;;;;;;;;;
LAURETIS, T.;Brasil;1994;Português (tradução EN>PT);EUA;LAURETIS, T. A tecnologia do gênero. In: BUARQUE DE HOLANDA, H. (org.) Tendências e impasses. O feminismo como crítica da cultura. Rio de Janeiro, Rocco, 1994;;;;;;;;;;;;;;;;;;;;;
LOURO, Guacira Lopes (org.);Brasil;1999;Português;Brasil;LOURO, Guacira Lopes. (org.) O corpo educado. Pedagogias da sexualidade. Belo Horizonte, Autêntica, 1999;;;;;;;;;;;;;;;;;;;;;
MINELLA, Luzinete;Brasil;1999;Português;Brasil;MINELLA, Luzinete. Gênero e saúde reprodutiva. Cadernos de Pesquisa, nº 20, PPGSP/UFSC, outubro de 1999.;;;;;;;;;;;;;;;;;;;;;
NOVAES, Simone e SALEM, Tânia;Brasil;1995;Português;Brasil;NOVAES, Simone e SALEM, Tânia. Recontextualizando o embrião. Estudos Feministas, ano 3, nº 1, 1995.;;;;;;;;;;;;;;;;;;;;;
PISCITELLI, Adriana;Brasil;1998;Português;Brasil;PISCITELLI, Adriana. Gênero em perspectiva. Cadernos Pagu (11), Núcleo de Estudos de GêneroPagu, Unicamp, 1998, pp.141-155;;;;;;;;;;;;;;;;;;;;;
RAMÍREZ-GALVEZ, Martha Celia;Brasil;1999;Português;Brasil;RAMÍREZ-GALVEZ, Martha Celia. Os impasses do corpo: ausências e preeminências de homens e mulheres no caso do aborto voluntário. Dissertação de Mestrado, Departamento de Antropologia, IFCH/UNICAMP, abril de 1999, sob orientação da profª drª Mariza Corrêa.;;;;;;;;;;;;;;;;;;;;;
SIQUEIRA, Maria J.;Brasil;1998;Português;Brasil;SIQUEIRA, Maria J. Saúde e direitos reprodutivos: o que os homens tem a ver com isso? Estudos Feministas, vol. 6, nº 2, 1998.;;;;;;;;;;;;;;;;;;;;;
STRATHERN, Marilyn;Brasil;1995;Português (tradução EN>PT);Brasil;STRATHERN, Marilyn. Necessidade de pais, necessidade de mães. Estudos Feministas, ano 3, nº 2, 1995;;;;;;;;;;;;;;;;;;;;;
STRATHERN, Marilyn;Inglaterra;1980;Inglês;Inglaterra;"STRATHERN, Marilyn. No nature, no culture: the Hagen case. In: MACCORMACK, C.; STRATHERN, M. (eds.) Nature, culture and gender. Cambridge, Cambridge University Press, 1980";;;;;;;;;;;;;;;;;;;;;
STRATHERN, Marilyn;EUA;1988;Inglês;EUA;STRATHERN, Marilyn. The gender of the gift. Problems with women and problems with society in Melanesia. California, Los Angeles, Berkeley, University of California Press, 1988;;;;;;;;;;;;;;;;;;;;;
"TOLBERT, K.; MORRIS, K.; ROMERO, M.";Colômbia;1994;Espanhol;Colômbia;"TOLBERT, K.; MORRIS, K.; ROMERO, M. Los hombres y el proceso de decisión respecto al aborto: hacia un modelo de relaciones de género y el aborto. Trabalho apresentado no Encuentro de investigadores sobre aborto inducido en América Latina y el Caribe, Universidad Externado de Colombia, Santafé de Bogotá, 1994";;;;;;;;;;;;;;;;;;;;;
YOUNG, Íris;EUA;1984 / 1993;Inglês;EUA;YOUNG, Íris. Pregnant embodiment: subjectivity and alienation. Journal of Medicine and Philosophy 9, Janeiro de 1984, apud BORDO, Susan. Are mothers persons? Reproductive rights and the politics of subjectivity. In: BORDO, S. Unbearable weight. Feminism, western culture and the body. Berkeley, Los Angeles, London, University of California Press, 1993.;;;;;;;;;;;;;;;;;;;;;
ZAMUDIO, L.;Colômbia;1994;Espanhol;Colômbia;ZAMUDIO, L. Apud UNIVERSIDAD EXTERNADO DE COLOMBIA. Encuentro de investigadores sobre aborto inducido en América Latina y el Caribe – Problemática religiosa de la mujer que aborta. Colombia, Arte Publicaciones, 1994.;;;;;;;;;;;;;;;;;;;;;
CARDOSO, Ruth;Brasil;1983;Português;Brasil;CARDOSO, Ruth. Movimentos sociais urbanos: um balanço crítico. In: ALMEIDA, Maria Herminia T. de e SORJ, Bernardo. (orgs.) Sociedade e política no Brasil pós-64. São Paulo, Editora Brasiliense, 1983.;;;;;;;;;;;;;;;;;;;;;
LOBERT, Rosemary;Brasil;1979;Português;Brasil;LOBERT, Rosemary. A palavra mágica Dzi: uma resposta difícil de se perguntar. Campinas, dissertação de mestrado da Unicamp, 1979;;;;;;;;;;;;;;;;;;;;;
ALMEIDA, Maria Suely Kofes de (Org.);Brasil;1982;Português;Brasil;ALMEIDA, Maria Suely Kofes de (Org.). Colcha de retalhos: estudos sobre a família no Brasil. São Paulo: Brasiliense, 1982. 204 p.;;;;;;;;;;;;;;;;;;;;;
CORRÊA, Mariza;Brasil;1998;Português;Brasil;CORRÊA, Mariza. As ilusões da liberdade: a Escola Nina Rodrigues e a antropologia no Brasil. Bragança Paulista: Instituto Franciscano de Antropologia/EDUSF, 1998. 487 p. (Coleção Estante do IFAN);;;;;;;;;;;;;;;;;;;;;
CORREA, Mariza;Brasil;1997;Português;Brasil;CORREA, Mariza. O espartilho de minha avó: linhagens femininas na antropologia. Horizontes Antropológicos, Porto Alegre, ano 3, n. 7, p. 70-96, out. 1997.;;;;;;;;;;;;;;;;;;;;;
CORRÊA, Mariza;Portugal;2000;Português;Portugal;CORRÊA, Mariza. O mistério dos orixás e das bonecas: raça e gênero na antropologia brasileira. Etnográfica, v. 4, n. 2, p. 233–265, 2000.;;;;;;;;;;;;;;;;;;;;;
CORRÊA, Mariza;Brasil;1999;Português;Brasil;CORRÊA, Mariza. O sexo da dominação. Novos Estudos CEBRAP, São Paulo, n. 54, jul. 1999.;;;;;;;;;;;;;;;;;;;;;
FRY, Peter;Brasil;1982;Português;Brasil;FRY, Peter. Para inglês ver. Identidade e política na cultura brasileira. Rio de Janeiro, Zahar editores, 1982;;;;;;;;;;;;;;;;;;;;;
FRY, Peter;Inglaterra;1976;Inglês;Inglaterra;FRY, Peter. Spirits of protest: spirit-mediums and the articulation of consensus among the Zezuru of Southern Rhodesia (Zimbabwe). Cambridge: Cambridge University Press, 1976.;;;;;;;;;;;;;;;;;;;;;
GARFINKEL, H.;EUA;1967;Inglês;EUA;GARFINKEL, H. Studies in Ethnomethodology. N.Y., Prentice Hall, 1967.;;;;;;;;;;;;;;;;;;;;;
GREEN, James N.;Brasil;2000;Português (tradução EN>PT);EUA;GREEN, James N. Além do carnaval. A homossexualidade masculina no Brasil do século XX. São Paulo, Editora da UNESP, 2000.;;;;;;;;;;;;;;;;;;;;;
GUIMARÃES, Antonio Sérgio Alfredo e HUNTLEY, Lynn;Brasil;2000;Português;Brasil;GUIMARÃES, Antonio Sérgio Alfredo e HUNTLEY, Lynn. Tirando a máscara. Ensaios sobre o racismo no Brasil. São Paulo, Paz e Terra, 2000.;;;;;;;;;;;;;;;;;;;;;
HARAWAY, Donna;EUA;1991;Inglês;EUA;"HARAWAY, Donna. ""Gender"" for a Marxist dictionary: the sexual politics of a word. In: Simians, Cyborgs and Women. The reinvention of nature. N.Y., Routledge, 1991";;;;;;;;;;;;;;;;;;;;;
HEILBORN, Maria Luiza;Brasil;1992;Português;Brasil;HEILBORN, Maria Luiza. Fazendo gênero? A antropologia da mulher no Brasil. In: COSTA, Albertina de Oliveira e BRUSCHINI, Cristina. (orgs.) Uma questão de gênero. Rio de Janeiro/São Paulo, Rosa dos Tempos/Fundação Carlos Chagas, 1992.;;;;;;;;;;;;;;;;;;;;;
LAMBECK, Michael e STRATHERN, Andrew;Inglaterra;1998;Inglês;Inglaterra;LAMBECK, Michael e STRATHERN. Andrew Bodies and persons. Comparative perspectives from Africa and Melanésia. Cambride, Cambridge University Press, 1998;;;;;;;;;;;;;;;;;;;;;
MACRAE, E.;Brasil;1982;Português;Brasil;MACRAE, E. Os respeitáveis militantes e as bichas loucas. In: Caminhos cruzados. Linguagem, Antropologia e Ciências Naturais. São Paulo, Editora Brasiliense, 1982.;;;;;;;;;;;;;;;;;;;;;
MACRAE, Edward;Brasil;1990;Português;Brasil;"MACRAE, Edward. A construção da igualdade: identidade sexual e política no Brasil da ""abertura"". Campinas, Editora da Unicamp, 1990";;;;;;;;;;;;;;;;;;;;;
MARTINEZ-ALIER, Verena;Inglaterra;1974;Inglês;Inglaterra;MARTINEZ-ALIER, Verena. Marriage, class and colour in nineteenth-century Cuba: a study of racial attitudes and sexual values in a slave society. London: Cambridge University Press, 1974.;;;;;;;;;;;;;;;;;;;;;
MICELI, Sergio (org.);Brasil;1993;Português;Brasil;MICELI, Sergio. (org.) A Fundação Ford no Brasil. São Paulo, Editora Sumaré/Fapesp, 1993;;;;;;;;;;;;;;;;;;;;;
MICELI, Sergio (org.);Brasil;1999;Português;Brasil;MICELI, Sergio. (org.) O que ler na ciência social brasileira (1970-1995). Sociologia (volume II), São Paulo, Editora Sumaré/ANPOCS, Brasília, Capes, 1999;;;;;;;;;;;;;;;;;;;;;
PERLONGHER, Nestor;Brasil;1987;Português;Brasil;PERLONGHER, Nestor. O negócio do michê. Prostituição viril em São Paulo. São Paulo, Editora Brasiliense, 1987, originalmente uma dissertação de mestrado da Unicamp;;;;;;;;;;;;;;;;;;;;;
SAFFIOTI, Heleieth;Brasil;1969;Português;Brasil;SAFFIOTI, Heleieth. A mulher na sociedade de classes:mito e realidade. São Paulo, Editora Quatro Artes, 1969.;;;;;;;;;;;;;;;;;;;;;
STOLER, Ann Laura;EUA e Inglaterra;1997;Inglês;EUA e Inglaterra;STOLER, Ann Laura. Carnal knowledge and imperial power – gender, race, and morality in Colonial Asia. In: LANCASTER, Roger N. e LEONARDO, Micaela di. The gender/sexuality reader. Culture, History, Political Economy. NY e Londres, Routledge, 1997;;;;;;;;;;;;;;;;;;;;;
TELES, Maria Amélia de Almeida;Brasil;1999;Português;Brasil;TELES, Maria Amélia de Almeida. Breve história do feminismo no Brasil. São Paulo, Editora Brasiliense, 1999;;;;;;;;;;;;;;;;;;;;;
PONTES, Heloisa;Brasil;1986;Português;Brasil;PONTES, Heloisa. Do palco aos bastidores: o SOS Mulher e as práticas feministas contemporâneas. Dissertação de Mestrado, IFCH/Unicamp, 1986;;;;;;;;;;;;;;;;;;;;;
ALTHUSSER, Louis;Brasil;1985;Português (tradução FR>PT);França;ALTHUSSER, Louis. Marx e Freud. In: Freud e Lacan. Marx e Freud. Rio de Janeiro, Graal, 1985, 2ª edição, pp.75-93. (Tradução e notas: Walter José Evangelista.);;;;;;;;;;;;;;;;;;;;;
ALVAREZ, Sonia E.;EUA;1990;Inglês;EUA;ALVAREZ, Sonia E. The politics of gender in Latin America: comparative perspectives on women in the Brazilian transition to democracy. New Jersey, Princeton University Press, 1990;;;;;;;;;;;;;;;;;;;;;
ANDERSON, Perry;Brasil;1995;Português (tradução EN>PT);Inglaterra;ANDERSON, Perry. Balanço do neoliberalismo. In: SADER, E. e GENTILI, P. Pós-neoliberalismo: as políticas sociais e o Estado democrático. Rio de Janeiro, Paz e Terra, 1995.;;;;;;;;;;;;;;;;;;;;;
BARROSO, Carmen, COSTA, Albertina de Oliveira e SARTI, Cynthia;Brasil;1985;Português;Brasil;BARROSO, Carmen, COSTA, Albertina de Oliveira e SARTI, Cynthia. Pesquisa sobre mulher no Brasil: do limbo ao gueto? Cadernos de Pesquisa (54), São Paulo, Cortez/Fundação Carlos Chagas, agosto de 1985;;;;;;;;;;;;;;;;;;;;;
BOURDIEU, Pierre;Brasil;1999;Português (tradução FR>PT);França;BOURDIEU, Pierre. A dominação masculina. Rio de Janeiro, Bertrand Brasil, 1999. (Tradução: Maria Helena Kühner.);;;;;;;;;;;;;;;;;;;;;
COLLING, Ana Maria;Brasil;1997;Português;Brasil;COLLING, Ana Maria. A resistência da mulher à ditadura militar no Brasil. Rio de Janeiro, Rosa dos Ventos, 1997.;;;;;;;;;;;;;;;;;;;;;
COSTA, Albertina de Oliveira et al. (orgs.);Brasil;1980;Português;Brasil;"COSTA, Albertina de Oliveira; LIMA, Valentina da Rocha; MARZOLA, Norma e MORAES, M. Teresa Porciúncula. (orgs.) Memórias (das mulheres) do exílio. Rio de Janeiro, Paz e Terra, 1980.";;;;;;;;;;;;;;;;;;;;;
COSTA, Albertina de Oliveira;Brasil;1988;Português;Brasil;COSTA, Albertina de Oliveira. É viável o feminismo nos trópicos? Resíduos de insatisfação – São Paulo, 1970. Cadernos de Pesquisa (66), São Paulo, Fundação Carlos Chagas, 1988;;;;;;;;;;;;;;;;;;;;;
DURHAM, Eunice;Brasil;1984;Português;Brasil;DURHAM, Eunice. Movimentos sociais: a construção da cidadania. Novos Estudos CEBRAP (10), São Paulo, 1984.;;;;;;;;;;;;;;;;;;;;;
FERREIRA, Elizabeth F. Xavier;Brasil;1996;Português;Brasil;FERREIRA, Elizabeth F. Xavier. Mulheres – militância e memória. Rio de Janeiro, Fundação Getúlio Vargas, 1996.;;;;;;;;;;;;;;;;;;;;;
FRANCHETTO, Bruna, CAVALCANTI, M. Laura V.C. e HEILBORN, M. Luiza;Brasil;1980;Português;Brasil;FRANCHETTO, Bruna, CAVALCANTI, M. Laura V.C. e HEILBORN, M. Luiza. Antropologia e feminismo. Perspectivas antropológicas da mulher (1), Rio de Janeiro, Zahar, 1980.;;;;;;;;;;;;;;;;;;;;;
GARCIA, Marco Aurélio;Brasil;1997;Português;Brasil;GARCIA, Marco Aurélio. O gênero na militância: notas sobre as possibilidades de uma outra história da ação política. Cadernos Pagu (8/9), Núcleo de Estudos de Gênero – Pagu, 1997, p.338.;;;;;;;;;;;;;;;;;;;;;
GIDDENS, Anthony;Brasil;1993;Português (tradução FR>PT);França;GIDDENS, Anthony. A transformação da intimidade: sexualidade, amor e erotismo nas sociedades modernas. São Paulo, UNESP, 1993 (Biblioteca básica). (Tradução: Magda Lopes.);;;;;;;;;;;;;;;;;;;;;
GOLDBERG, Anette;França;1982;Francês;França;GOLDBERG, Anette. Espaces féminins et espaces féministes em Amérique Latine: quelques refléxions. Cahiers des Amériques Latines (26), Paris, jui./déc. 1982;;;;;;;;;;;;;;;;;;;;;
GOLDBERG, Anette;Brasil;1982;Português ;Brasil;GOLDBERG, Anette. Feminismo em regime autoritário: a experiência do movimento de mulheres no Rio de Janeiro. Rio de Janeiro, 1982 (12º Congresso Internacional da IPSA);;;;;;;;;;;;;;;;;;;;;
GREGORI, Maria Filomena;Brasil;1993;Português ;Brasil;GREGORI, Maria Filomena. Cenas e queixas: um estudo sobre mulheres, relações violentas e a prática feminista. São Paulo, Paz e Terra/ANPOCS, 1993.;;;;;;;;;;;;;;;;;;;;;
LÉVI-STRAUSS, Claude;Brasil;1989 (1952);Português (tradução FR>PT);França;"LÉVI-STRAUSS, Claude. Raça e história [1952]. In: Antropologia estrutural dois. Rio de Janeiro, Tempo Brasileiro, 1989, 3ª edição, p. 335. (Biblioteca Tempo Universitário, 45; Tradução: Chaim Samuel Katz.)";;;;;;;;;;;;;;;;;;;;;
MORAES, Maria Lygia Quartim de;Brasil;1985;Português ;Brasil;MORAES, Maria Lygia Quartim de. Mulheres em movimento. São Paulo, Nobel/Conselho Estadual da Condição Feminina, 1985;;;;;;;;;;;;;;;;;;;;;
MORAES, Maria Lygia Quartim de;Brasil;1997;Português ;Brasil;MORAES, Maria Lygia Quartim de. O feminismo e a vitória do neoliberalismo. In: SCHPUN, Mônica. (org.) Gênero sem fronteiras. Florianópolis, Editora das Mulheres, 1997, pp. 141-151;;;;;;;;;;;;;;;;;;;;;
MORAES, Maria Lygia Quartim de;Brasil;1996;Português ;Brasil;MORAES, Maria Lygia Quartim de. Vinte anos de feminismo. Campinas, Tese de Livre-docência, Departamento de Sociologia, IFCH/Unicamp, 1996.;;;;;;;;;;;;;;;;;;;;;
PATARRA, Judith L.;Brasil;1992;Português ;Brasil;PATARRA, Judith L. Iara. Rio de Janeiro, Rosa dos Ventos, 1992.;;;;;;;;;;;;;;;;;;;;;
RIDENTI, Marcelo S.;Brasil;1990;Português ;Brasil;RIDENTI, Marcelo S. As mulheres na política brasileira: os anos de chumbo. Tempo social. São Paulo, USP, 2 (2), 2º semestre de 1990.;;;;;;;;;;;;;;;;;;;;;
SARTI, Cynthia;Inglaterra;1989;Inglês;Inglaterra;SARTI, Cynthia. The panorama of feminism in Brazil. New Left Review (173), jan./fev. 1989;;;;;;;;;;;;;;;;;;;;;
SCHMINK, Marianne;EUA;1981;Inglês;EUA;"SCHMINK, Marianne. Women in the Brazilian ""abertura"" politics. Signs, 7(1), 1981";;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
